"Variables" "Value" "Std.Error" "DF" "t.value" "p.value"
"ParticipantTypePatient:SegID33" 0.00136338830424985 0.0305096194034701 4680 0.0446871619806174 0.964358573237542
"ParticipantTypePatient:SegID34" -0.0165173061466797 0.0317149356074476 4680 -0.520805287172045 0.602527058565087
"ParticipantTypePatient:SegID35" -0.00733715957482213 0.0305076260646332 4680 -0.240502474996832 0.809951279006468
"ParticipantTypePatient:SegID36" 0.0310010648614525 0.031717544041199 4680 0.977410634984351 0.328416419787452
"ParticipantTypePatient:SegID37" -0.0114252461543334 0.0305072795124806 4680 -0.374508849589793 0.708042741803372
"ParticipantTypePatient:SegID38" -0.029448378553507 0.0317150764934932 4680 -0.928529324516961 0.353180949813261
"ParticipantTypePatient:SegID39" 0.0182094751966169 0.0317126628330127 4680 0.574202024361731 0.565858695507954
"ParticipantTypePatient:SegID40" 0.00467049730192568 0.0305098650287302 4680 0.15308154583862 0.878340568212678
"ParticipantTypePatient:SegID41" -0.00859914646654301 0.0294650408061659 4680 -0.291842340321604 0.77042010603645
"ParticipantTypePatient:SegID42" 0.0180050217213449 0.0294650408061659 4680 0.611063865133937 0.541186977751245
"ParticipantTypePatient:SegID43" -0.00324251805438682 0.0305092826357514 4680 -0.106279721260544 0.915364975647475
"ParticipantTypePatient:SegID44" 0.000854313084927554 0.0294650408061659 4680 0.0289941252940257 0.97687051223715
"ParticipantTypePatient:SegID45" 0.0107182247976448 0.0294650408061659 4680 0.363760731510742 0.716053119675069
"ParticipantTypePatient:SegID46" 0.00950852451232127 0.029465040806166 4680 0.322705289121184 0.746932861921465
"ParticipantTypePatient:SegID47" -0.0100711128472135 0.030507626064633 4680 -0.330117880226964 0.741325669132722
"ParticipantTypePatient:SegID48" -0.014039771648947 0.029465040806166 4680 -0.476489129653911 0.633748194768305
"ParticipantTypePatient:SegID49" 0.00402917831390312 0.0317144925989645 4680 0.127045334284638 0.898909975616361
"ParticipantTypePatient:SegID50" 0.0229139856966817 0.0317144925989643 4680 0.722508349303688 0.470018095352046
"ParticipantTypePatient:SegID51" 0.00310124990559568 0.0317142913723602 4680 0.0977871417394649 0.922105505410659
"ParticipantTypePatient:SegID52" 0.00501064620695441 0.0305070961448923 4680 0.164245268810788 0.86954515840756
"ParticipantTypePatient:SegID53" -0.0526656263916417 0.0305076260646331 4680 -1.72631021109493 0.0843576158062669
"ParticipantTypePatient:SegID54" 0.0435238335358791 0.0305092121910952 4680 1.42658005271544 0.15376768297366
"ParticipantTypePatient:SegID55" 0.0112125236535952 0.0317156412781611 4680 0.353532932071469 0.72370486864462
"ParticipantTypePatient:SegID56" 0.00621091854599961 0.0305098650287303 4680 0.203570829964373 0.838697740721721
"ParticipantTypePatient:SegID57" 0.00393196462244133 0.0294650408061661 4680 0.133445076431678 0.89384713583791
"ParticipantTypePatient:SegID58" 0.0212657098040785 0.0294650408061659 4680 0.721726806488195 0.470498513597577
"ParticipantTypePatient:SegID59" 0.00666490501241972 0.0305070961448921 4680 0.218470646329793 0.827071952540665
"ParticipantTypePatient:SegID60" 0.0142279664906758 0.0305070961448924 4680 0.466382195902901 0.640963660342748
"ParticipantTypePatient:SegID61" 0.0250256496928099 0.031712271029986 4680 0.789147193814866 0.43006595705082
"ParticipantTypePatient:SegID62" 0.0281838220420821 0.0305070961448924 4680 0.923844796903122 0.355614756596298
"ParticipantTypePatient:SegID63" -0.0787418419725601 0.029465040806166 4680 -2.67238190812491 0.00755759683622116
"ParticipantTypePatient:SegID64" -0.018171339900142 0.0317149356074477 4680 -0.572958435894627 0.566700363041816
"ParticipantTypePatient:SegID65" -0.0171462512446288 0.0294650408061659 4680 -0.581918462540896 0.560649632984733
"ParticipantTypePatient:SegID66" 0.0113531242005123 0.029465040806166 4680 0.385308280249743 0.700026538386299
"ParticipantTypePatient:SegID67" 5.43494699430047e-05 0.0294650408061659 4680 0.00184454080008033 0.998528348824519
"ParticipantTypePatient:SegID68" 0.0520811663076937 0.029465040806166 4680 1.76755792229533 0.0771999905587477
"ParticipantTypePatient:SegID69" -0.0148204346137865 0.0305092826357512 4680 -0.485768046096885 0.627154373615042
"ParticipantTypePatient:SegID70" -0.01656037153891 0.0294650408061661 4680 -0.562034569979092 0.574119381617979
"ParticipantTypePatient:SegID71" -0.0128406073720404 0.0305088651884123 4680 -0.420881186263114 0.673861170037515
"ParticipantTypePatient:SegID72" 0.0386755490309121 0.0317144925989645 4680 1.21949133854895 0.222719216585535
