"Variables" "Value" "Std.Error" "DF" "t.value" "p.value"
"93" "ParticipantTypePatient:SegID6" -0.0384064207258021 0.0302842426505336 4680 -1.26819815733861 0.204790278289942
"94" "ParticipantTypePatient:SegID7" -0.00368050479903135 0.0302848043163983 4680 -0.121529753356817 0.903276667118547
"95" "ParticipantTypePatient:SegID8" 0.00535975267748731 0.0352067148417098 4680 0.15223666001173 0.879006842774087
"96" "ParticipantTypePatient:SegID9" -0.00151240563591784 0.0352124804476626 4680 -0.0429508406306617 0.965742553442474
"97" "ParticipantTypePatient:SegID10" -0.0167828554252605 0.0281356242021659 4680 -0.596498421526705 0.550871159216049
"98" "ParticipantTypePatient:SegID11" -0.0301336508062053 0.0291329505870004 4680 -1.03434942904998 0.301026281166742
"99" "ParticipantTypePatient:SegID12" -0.0466517780038252 0.0281356242021658 4680 -1.65810353694709 0.0973635871088796
"100" "ParticipantTypePatient:SegID13" -0.00466288257987134 0.0281356242021659 4680 -0.165728776669983 0.868377557227858
"101" "ParticipantTypePatient:SegID14" 0.00108942006697985 0.0281356242021659 4680 0.0387203091408927 0.969115032727233
"102" "ParticipantTypePatient:SegID15" -0.0206672850194735 0.0281356242021658 4680 -0.734559321341893 0.462644722224716
"103" "ParticipantTypePatient:SegID16" -0.0156681540295685 0.0281356242021659 4680 -0.556879560125856 0.577636349381903
"104" "ParticipantTypePatient:SegID17" -0.0184475158541874 0.028135624202166 4680 -0.655663998126875 0.51207256740099
"105" "ParticipantTypePatient:SegID18" 0.00832989091073973 0.0291322406651629 4680 0.285933753139038 0.774941516283096
"106" "ParticipantTypePatient:SegID19" 0.0108742771793013 0.0281356242021659 4680 0.386494968128846 0.699147699286181
"107" "ParticipantTypePatient:SegID20" -0.0041399896744873 0.0291308143603621 4680 -0.142117196700156 0.886993552453147
"108" "ParticipantTypePatient:SegID21" -0.0132602224004714 0.0291322406651633 4680 -0.455173446933937 0.64900557632607
"109" "ParticipantTypePatient:SegID22" 0.0131629567555317 0.0281356242021659 4680 0.467839514096096 0.639921145399066
"110" "ParticipantTypePatient:SegID23" -0.0262940014206575 0.0281356242021658 4680 -0.934544804541194 0.350071150955339
"111" "ParticipantTypePatient:SegID24" 0.0146477843884351 0.0281356242021659 4680 0.520613450164986 0.602660706254502
