"Variables" "Value" "Std.Error" "DF" "t.value" "p.value"
"107" "ParticipantTypePatient:SegID20" -0.0218826940376928 0.0375678840600277 4680 -0.582484070775124 0.560268728876082
"108" "ParticipantTypePatient:SegID21" -0.022289735953972 0.0375697233362106 4680 -0.593289861479725 0.553015852533129
"109" "ParticipantTypePatient:SegID22" -0.012016341211451 0.036284462547603 4680 -0.331170434058001 0.740530578527697
"110" "ParticipantTypePatient:SegID23" 0.028214478913385 0.0362844625476029 4680 0.777591203848463 0.436849353316226
"111" "ParticipantTypePatient:SegID24" 0.028541757830462 0.036284462547603 4680 0.786611012716998 0.431549439155918
"112" "ParticipantTypePatient:SegID25" 0.0326258671604905 0.0390522052554231 4680 0.835442376354913 0.403511326552371
"113" "ParticipantTypePatient:SegID26" -0.0416200821047558 0.0375702616291295 4680 -1.10779324657368 0.268008047801909
"114" "ParticipantTypePatient:SegID27" 0.0197479921920087 0.0375697233362105 4680 0.525635816247153 0.599166169952729
"115" "ParticipantTypePatient:SegID28" -0.00748414742203536 0.0362844625476028 4680 -0.206263146717873 0.836594336414788
"116" "ParticipantTypePatient:SegID29" 0.0989102196545887 0.037567884060028 4680 2.63283978135539 0.00849525758250563
"117" "ParticipantTypePatient:SegID30" 0.0538996080403624 0.039054488050875 4680 1.38011303515614 0.167617765760723
"118" "ParticipantTypePatient:SegID31" 0.091206835625592 0.0362844625476031 4680 2.51366092321015 0.0119818335534068
"119" "ParticipantTypePatient:SegID32" 0.078034682459616 0.037567884060028 4680 2.0771646956461 0.0378407778969427
"120" "ParticipantTypePatient:SegID33" -0.0685719482391616 0.0375707633748805 4680 -1.825141202348 0.0680434323821391
"121" "ParticipantTypePatient:SegID34" -0.0573881894110667 0.0390550006493141 4680 -1.46941975309056 0.141786188963276
"122" "ParticipantTypePatient:SegID35" -0.0211262567210316 0.0375683102098927 4680 -0.562342479685672 0.57390963391229
"123" "ParticipantTypePatient:SegID36" -0.0304325512706591 0.0390582095806407 4680 -0.77915889123968 0.435925518739707
"124" "ParticipantTypePatient:SegID37" -0.0568826623051008 0.0375678840600278 4680 -1.51413005359074 0.13006038619216
"125" "ParticipantTypePatient:SegID38" -0.0678710367167572 0.039055174300612 4680 -1.73782444790404 0.0823075291281371
"126" "ParticipantTypePatient:SegID39" 0.0214182439077407 0.0390522052554231 4680 0.548451585964315 0.583408024407932
"127" "ParticipantTypePatient:SegID40" -0.0457873931521457 0.0375710651592324 4680 -1.21868765120422 0.223024193221496
"128" "ParticipantTypePatient:SegID41" 0.0176272027284427 0.0362844625476029 4680 0.485805810278076 0.627127597785776
"129" "ParticipantTypePatient:SegID42" -0.0158399099756259 0.0362844625476029 4680 -0.436548011558528 0.662459311360044
"130" "ParticipantTypePatient:SegID43" 0.0619123681384558 0.0375703486491296 4680 1.64790507313778 0.0994392800729146
