"ParticipantType" "SegID" "response" "SE" "df" "lower.CL" "upper.CL"
"131" "Control" "177" 14.9058897857377 0.303376825206324 55 14.3101413135373 15.5264399866109
"132" "Patient" "177" 13.8744468153719 0.555319664853506 55 12.8050244541976 15.0331828823239
"133" "Control" "178" 3.33394760977953 0.0678552207079178 55 3.2006986576222 3.47274387680473
"134" "Patient" "178" 3.23935237832493 0.129653895467802 55 2.98966776637589 3.50988961013538
"135" "Control" "179" 3.43059810140758 0.0698223303354686 55 3.29348628808916 3.57341804517106
"136" "Patient" "179" 3.02812507663571 0.121199599888104 55 2.79472156062678 3.28102148311819
"137" "Control" "182" 16.3943294951888 0.333670764048962 55 15.7390920762959 17.076845239479
"138" "Patient" "182" 14.933463926513 0.616713999061065 55 13.7473029251931 16.2219706700274
"139" "Control" "183" 16.0730596168325 0.327132017477565 55 15.4306624940874 16.7422005079329
"140" "Patient" "183" 15.2389580438944 0.609933728260522 55 14.0643611241036 16.5116524109712
"141" "Control" "190" 17.135761631925 0.34876099556028 55 16.4508911573038 17.8491440918557
"142" "Patient" "190" 15.3125388520062 0.632265677632149 55 14.0964583303207 16.6335288339666
"143" "Control" "191" 18.6517226368329 0.379615070252662 55 17.9062632630873 19.4282163849615
"144" "Patient" "191" 16.4893021076895 0.705113239979111 55 15.1350785079259 17.9646959780397
"145" "Control" "192" 5.99959652745471 0.122108681412607 55 5.75980873105831 6.24936697952344
"146" "Patient" "192" 5.46725448451086 0.218824863319499 55 5.04584638963183 5.92385683001046
"147" "Control" "193" 6.28349692855461 0.127886853906737 55 6.03236239387935 6.54508649732572
"148" "Patient" "193" 6.0414201141945 0.241805632880204 55 5.57575616021188 6.545974384003
"149" "Control" "194" 10.3295432365343 0.210235288062419 55 9.91669907290841 10.7595746014847
"150" "Patient" "194" 9.7264248800453 0.401621295768736 55 8.95395953338547 10.5655314382904
"151" "Control" "195" 11.1553978043754 0.227043753741099 55 10.7095464466723 11.6198104927712
"152" "Patient" "195" 10.1268062515348 0.405321720460102 55 9.34624662297562 10.9725549723911
"153" "Control" "196" 5.44085006122932 0.110736617654233 55 5.22339386384418 5.66735922283922
"154" "Patient" "196" 5.10477969472378 0.20431694228589 55 4.71131063415139 5.53110965402476
"155" "Control" "197" 5.45015223973709 0.110925943177483 55 5.23232425920356 5.67704866227704
"156" "Patient" "197" 5.22896581626202 0.215907806206818 55 4.8136953319148 5.68006108038427
"157" "Control" "198" 13.3334913901948 0.271374090713027 55 12.8005874683903 13.8885807461113
"158" "Patient" "198" 12.7076951219409 0.508620854588471 55 11.7282042994792 13.7689889422689
"159" "Control" "199" 13.360116900399 0.271915994810758 55 12.8261488282986 13.9163147084738
"160" "Patient" "199" 13.1345608649766 0.542351025323451 55 12.0914206689369 14.2676939161479
"161" "Control" "200" 8.44083762481911 0.171794811145718 55 8.10347996342753 8.79223989324536
"162" "Patient" "200" 7.36196649168777 0.303982122126297 55 6.77729664779133 7.99707515273017
"163" "Control" "201" 8.09767554891196 0.164810496715892 55 7.77403315614086 8.43479156551445
"164" "Patient" "201" 7.13894664431081 0.294783479431015 55 6.57196997456607 7.75483749736419
"165" "Control" "202" 10.2861067343339 0.209351232945613 55 9.87499861130645 10.7143297852183
"166" "Patient" "202" 9.65420588601715 0.386406063491483 55 8.91007361240115 10.4604849908183
"167" "Control" "203" 9.85663532573489 0.200610280588489 55 9.46269202407697 10.2669789629978
"168" "Patient" "203" 9.04496680737882 0.373487423237994 55 8.32661360852333 9.82529373800177
"169" "Control" "204" 4.1237506739994 0.083929936783606 55 3.95893540975929 4.29542739681738
"170" "Patient" "204" 3.226029611238 0.129120656582528 55 2.97737189897188 3.4954541809769
"171" "Control" "205" 4.28680065589536 0.0872484629882537 55 4.1154687207954 4.46526534645443
"172" "Patient" "205" 3.6120821488534 0.144572268359 55 3.33366806346424 3.91374822018339
